year,ISO_code,Country,ECONOMIC FREEDOM,rank,quartile,1a_government_consumption,1b_transfers,1c_gov_enterprises,1d_top_marg_tax_rate,1_size_government,2a_judicial_independence,2b_impartial_courts,2c_protection_property_rights,2d_military_interference,2e_integrity_legal_system,2f_legal_enforcement_contracts,2g_restrictions_sale_real_property,2h_reliability_police,2i_business_costs_crime,2j_gender_adjustment,2_property_rights,3a_money_growth,3b_std_inflation,3c_inflation,3d_freedom_own_foreign_currency,3_sound_money,4a_tariffs,4b_regulatory_trade_barriers,4c_black_market,4d_control_movement_capital_ppl,4_trade,5a_credit_market_reg,5b_labor_market_reg,5c_business_reg,5_regulation
2015,NLD,Netherlands,7.73,17,1,1.111764706,3.514908674,8,3,3.906668345,8.970237933,7.484375338,8.641074023,10,10,5.138718524,7.947613359,8.719806671,7.009039721,1,8.212318396,9.336906175,9.783976317,9.879950371,10,9.750208216,8.3604,8.201941134,10,7.890327297,8.613167108,9.108666667,7.330916939,8.118374876,8.185986161
2015,NZL,New Zealand,8.48,3,1,4.542005333,6.286828584,8,7,6.457208479,9.466203615,7.623663159,8.58496708,10,9.166666667,7.18406154,9.948229639,9.35185194,7.329859547,1,8.739500354,8.85966944,9.21794416,9.954032595,10,9.507911549,9.146666667,7.961236585,10,7.184420419,8.573080918,10,8.822825287,8.52206004,9.114961776
2015,NIC,Nicaragua,7.27,57,2,9.138235294,10,7,6,8.034558824,1.131150802,2.429279798,3.743634277,4.166666667,5.833333333,5.143385132,7.298086514,4.498421223,6.789682547,0.951219512,4.448091089,7.341825932,9.048737441,9.200179635,10,8.897685752,8.4644,5.650321627,10,7.133768431,7.812122515,9.418333333,6.461241,5.547543987,7.142372773
2015,NER,Niger,5.74,141,4,5.885294118,9.839237057,4,5,6.181132794,,4.5,,3.333333333,3.333333333,3.161241355,6.380125552,,,0.648648649,3.414027157,8.057856972,9.265203583,9.798622983,0,6.780420884,6.134238742,4.371021307,10,1.435558977,5.485204757,9.421754239,4.261926378,6.860156683,6.847945767
2015,NGA,Nigeria,6.39,113,3,9.697058824,9.867493736,2,7,7.14113814,4.69113865,3.69864114,4.991267181,3.333333333,3.333333333,3.116641187,5.233145079,3.317610025,3.480132541,0.846153846,3.609768459,9.192074254,9.368716437,8.196463242,5,7.939313483,7.2896,3.173618626,8.446115288,4.801251658,5.927646393,8.898,8.924035208,4.102984018,7.308339742
2015,NOR,Norway,7.65,25,1,1.423529412,4.954059491,7,4.5,4.469397226,9.287559297,7.521424201,8.62226707,10,10,7.752899898,9.121524194,9.13793087,8.037261239,1,8.831207419,9.764042201,8.727608375,9.565270336,10,9.514230228,6.193333333,7.96303402,10,6.461681689,7.654512261,10,5.232641635,8.134576714,7.789072783
2015,OMN,Oman,6.64,95,3,0,8.134859664,0,10,4.533714916,6.091322633,5.576374065,7.414800677,8.333333333,8.333333333,5.137575707,8.711478488,8.759259383,8.800880734,0.609756098,6.006032048,8.630732241,4.751543304,9.986941973,10,8.342304379,8.078888889,6.541303081,10,5.978900058,7.649773007,6.666666667,5.985778319,7.339519694,6.663988226
2015,PAK,Pakistan,5.92,130,4,8.223529412,9.219277683,6,8,7.860701774,4.281959043,3.285636691,4.140213086,2.5,5,3.754394327,5.562326345,3.520114819,3.097958161,0.692307692,3.304005361,8.290938322,7.747024352,9.492096818,0,6.382514873,7.146311111,3.870510707,10,2.066268666,5.770772621,8.092666667,4.926560025,5.817375674,6.278867455
2015,PAN,Panama,7.57,30,1,6.579411765,8.555858311,8,6.5,7.408817519,3.107651273,3.402290697,6.517225432,8.333333333,5,2.985719478,8.785860187,6.144067446,5.861082911,0.948717949,5.427962304,9.725460043,7.713059569,9.974894771,10,9.353353596,7.895848317,7.639302182,10,9.305096948,8.710061862,9.109666667,5.080735708,6.70173863,6.964047002
2015,PNG,Pap. New Guinea,6.17,122,4,3.629888255,7.25613079,8,5,5.971504761,4.269308436,4,4.115102361,7.5,5,1.010607601,6.929956467,3.069189181,3.043415102,0.897435897,4.104531135,9.594021124,7.614224166,8.79796,0,6.501551322,7.254311111,4.595100978,10,6.93327224,7.195671082,7.769371049,7.804548479,5.722583009,7.098834179
2015,PRY,Paraguay,6.91,78,2,7.155882353,8.850240164,8,8.5,8.126530629,1.917887253,2.287887372,4.613206319,2.5,3.333333333,4.074723631,8.506083724,2.974683444,4.588048904,1,3.866205998,8.844863152,8.676477152,9.374199451,10,9.223884939,7.948533333,5.662301511,10,5.621490123,7.308081242,8.116666667,4.247323896,5.739047848,6.034346137
2015,PER,Peru,7.47,38,1,6.817647059,9.659719031,7,5.5,7.244341522,3.550332595,2.665707943,5.009106292,7.5,5,5.084941294,8.792407873,2.596899271,3.013202573,1,4.80139976,9.507671038,9.461860803,9.288920751,10,9.564613148,9.173955556,5.649556686,10,8.077222382,8.225183656,9.321,6.904387395,6.376413718,7.533933704
2015,PHL,Philippines,7.43,43,2,7.961764706,9.185286104,10,7,8.536762702,4.602041495,3.452439817,5.195815487,5,4.166666667,3.116401178,7.925068367,4.083333413,4.529257069,0.897435897,4.434837234,8.772201339,9.29110523,9.713261649,10,9.444142054,8.3812,5.40981992,10,5.441241119,7.30806526,9.332,6.784629988,6.19925199,7.438627326
2015,POL,Poland,7.36,49,2,4.844117647,5.609294392,7,5.5,5.73835301,4.588303088,3.729140284,5.38775003,10,7.5,4.123415198,9.277711792,5.146341324,6.710500091,0.846153846,5.791093519,9.207020785,9.474462017,9.801739927,10,9.620805682,8.3604,7.948301486,10,5.494241883,7.950735842,8.843333333,7.727969879,6.512236231,7.694513148
2015,PRT,Portugal,7.55,32,1,5.414705882,4.719198936,10,2.5,5.658476204,6.166737161,3.139729164,5.813640697,10,8.333333333,5.503705092,7.58150873,7.852713267,8.171872474,1,6.951471102,9.217343728,9.588301234,9.902545615,10,9.677047644,8.598177778,8.674181022,10,6.409750713,8.420527378,8.061666667,5.874749476,7.252318213,7.062911452
2015,QAT,Qatar,7.43,43,2,0,9.613647987,,10,6.537882662,7.646949274,7.36549018,7.938229455,6.666666667,8.333333333,4.85642951,9.655696541,8.79032294,8.947046262,0.615384615,6.300014733,9.338519265,4.520923609,9.623282134,10,8.370681252,8.530311111,6.854250873,10,4.866612368,7.562793588,10,6.50962124,8.565772507,8.358464582
2015,ROU,Romania,7.7,21,1,6.467647059,7.025733572,7,7,6.873345158,4.874044261,3.152580106,4.915986947,8.333333333,5.833333333,4.849985116,9.14292028,5.323129495,7.09903894,1,5.947150201,8.704467081,9.009324744,9.881336257,10,9.398782021,8.3604,8.087308897,10,7.461856913,8.477391452,9.800333333,7.272794358,6.313349634,7.795492442
2015,RUS,Russia,6.65,93,3,4.402941176,5.2292964,10,7.5,6.783059394,3.935148475,3.719747167,4.137979453,6.666666667,5,6.922299313,9.65076919,4.16303283,5.825813153,0.743589744,4.845383226,8.812080306,8.359112954,6.894934334,10,8.516531898,6.479644444,5.286336506,10,4.660590565,6.606642879,7.834,5.693274711,6.001660948,6.50964522
2015,RWA,Rwanda,7.56,31,1,7.188235294,9.45915826,0,6.5,5.786848388,7.475123299,7.193740785,7.842556768,6.1,,3.73125763,9.740338026,9.072463512,8.880176439,0.951219512,7.32142152,9.038228559,9.012915893,9.496382459,10,9.386881728,7.019466667,5.140854726,10,5.774149005,6.983617599,8.160666667,8.592108892,8.255656664,8.336144074
2015,SAU,Saudi Arabia,6.24,121,4,0,,,10,5,7.179337776,5.942938918,7.136555245,8.333333333,8.333333333,4.460255988,9.943302288,8.074073792,7.907779135,0.414634146,5.290017302,9.043082171,4.720254565,9.563072586,10,8.33160233,7.9702,3.735359662,10,2.176339306,5.970474742,5.171,7.329122418,7.255661458,6.585261292
2015,SEN,Senegal,6.15,123,4,6.573529412,9.730965269,6,5,6.82612367,4.411790606,5.470820953,5.292784668,4.166666667,5,2.788290415,5.305299518,6.786941687,6.104362268,0.682926829,4.237886203,8.905303797,9.380043765,9.970978508,0,7.064081518,7.285511111,5.346382288,10,3.764575889,6.599117322,9.099,3.592250767,5.388505183,6.026585317
2015,SRB,Serbia,6.76,89,3,6.517647059,3.689298472,8,7.5,6.426736383,2.984977365,2.84651353,3.654882272,6.666666667,5.833333333,3.199945732,8.682724548,4.545454582,5.618686954,1,4.892576109,7.980421544,8.680717297,9.721528356,5,7.845666799,8.315022222,7.388016303,10,4.569123973,7.568040625,8.052666667,6.875706052,6.240450892,7.056274537
2015,SYC,Seychelles,7.33,54,2,1.629411765,7.307387881,8,10,6.734199911,5.197458798,4.482801894,5.252647057,8.2,,4.064276714,7.075346502,5.19739749,5.270841579,0.974358974,5.520896302,8.528974123,9.584547208,9.1916819,10,9.326300808,8.172355556,5.511021837,9.026217228,7.963464225,7.668264711,8,7.173564164,7.013886416,7.39581686
2015,SLE,Sierra Leone,5.78,134,4,9.088235294,10,4,6.5,7.397058824,2.857661007,3.181647484,4.147474538,4.166666667,5.833333333,4.183306561,5.424432461,4.175438484,4.691128939,0.846153846,3.965239946,8.043899453,6.827616534,8.403569335,5,7.068771331,7.908,2.844197493,10,2.532936717,5.821283552,3.333333333,5.247460535,5.390780132,4.657191333
2015,SGP,Singapore,8.84,2,1,5.173529412,8.854173721,8,10,8.006925783,7.637824053,7.944701343,8.85014064,8.333333333,8.333333333,7.661021481,8.961690843,9.244604111,8.583335149,0.974358974,8.286821638,9.838383924,9.625363288,9.891666667,10,9.83885347,9.986666667,8.542249897,10,8.469574792,9.249622839,10,7.205215845,9.258680658,8.821298834
2015,SVK,Slovak Rep,7.24,61,2,4.070588235,4.809322327,6,5.5,5.09497764,3.037011538,2.059751625,5.288428411,10,6.666666667,3.32861739,9.688162581,4.308176041,6.36820121,1,5.638335051,9.33924154,9.666182729,9.934956045,10,9.735095078,8.3604,7.853762387,10,7.000763092,8.30373137,9.256,7.043050714,6.015379026,7.438143247
2015,SVN,Slovenia,7.08,72,2,4.188235294,4.98651143,7,2,4.543686681,4.546901363,3.566920687,5.586832659,9.166666667,7.5,4.228332095,8.40706527,7.489712238,7.920005813,0.948717949,6.323853556,9.295205443,9.879037833,9.896374775,10,9.767654513,8.3604,8.002489202,10,5.128231287,7.872780122,7.927666667,6.012097675,6.788362335,6.909375559
2015,ZAF,South Africa,6.84,82,3,4.252941176,7.990042722,8,4,6.060745975,8.034971362,7.42463452,7.390775958,8.333333333,3.333333333,3.925506183,7.165725505,3.863636255,2.394078108,1,5.762888284,8.786819147,9.536009362,9.082345792,5,8.101293575,7.349688889,4.918504612,10,5.216712824,6.871226581,10,6.169831485,6.03279732,7.400876268
2015,ESP,Spain,7.53,34,1,4.379411765,4.560500555,10,4,5.73497808,5.008669216,4.189327678,6.092062111,8.333333333,8.333333333,5.496974993,7.758620984,8.649122715,7.368616978,1,6.803340149,9.367740696,9.78319919,9.899761896,10,9.762675446,8.3604,7.893756041,10,5.794359402,8.012128861,8.978666667,6.251012762,6.784251389,7.337976939
2015,LKA,Sri Lanka,6.63,96,3,8.414705882,9.091303543,7,8.5,8.251502356,5.654882391,5.035094549,5.592580636,5,5.833333333,3.614643447,7.359711578,5.350000064,6.650833488,0.897435897,5.280256242,9.066783458,8.628601985,9.815595608,0,6.877745263,6.0488,5.516190083,10,1.950419863,5.878852487,7.541333333,6.394250191,6.67917592,6.871586481
2015,SDN,Sudan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2015,SUR,Suriname,6.85,81,3,1.732352941,8.584782918,10,5,6.329283965,4.231635431,5.1,5.564618707,5,5,2.745757539,3.493336875,8.009479538,7.078947226,0.974358974,5.070129201,9.61505847,7.214717429,8.62003907,10,8.862453742,7.479288889,6.6960796,10,4.643449254,7.204704436,7.988666667,7.288025439,5.001935179,6.759542428
2015,SWZ,Swaziland,6.44,112,3,5.308823529,9.875389038,0,7,5.546053142,3.10436513,3.864230514,5.855555534,5.1,,1.591293744,7.269266228,5.9526745,6.109002789,0.692307692,4.108752623,8.573461868,9.172703611,9.01,5,7.93904137,4.64,7.866116142,10,5.336093978,6.96055253,8.776,7.714038867,6.385445383,7.625161417
2015,SWE,Sweden,7.65,25,1,1.020588235,4.641235241,8,1,3.665455869,9.111156195,7.460412037,8.872760241,9.166666667,10,6.198300732,8.454247017,7.86163489,8.012150525,1,8.348592034,9.030865414,9.828933347,9.990643051,10,9.712610453,8.3604,8.496920014,10,6.244973745,8.27557344,9.902666667,6.7498593,8.080447789,8.244324585
2015,CHE,Switzerland,8.37,4,1,6.388235294,6.302265359,10,7,7.422625163,9.132183124,8.004069989,9.152544895,10,8.333333333,5.841066506,9.598998829,9.268292586,7.853049492,1,8.575948751,9.617803019,9.831811543,9.771216986,10,9.805207887,6.188888889,7.863679475,10,6.126286995,7.54471384,9.309666667,7.877945248,8.268634725,8.485415547
2015,SYR,Syria,4.96,154,4,6.821880154,8.967029973,2,7,6.197227532,3.10436513,3,5.855555534,3.333333333,7.5,3.219695307,4.0928366,5.9526745,6.109002789,0.463414634,3.42824904,9.478306481,0,0,10,4.86957662,5.231555556,4.031754591,8.585209003,1.801775551,4.912573675,5.585418752,5.663473068,4.929027529,5.392639783
2015,TWN,Taiwan,7.76,15,1,5.626470588,9.271895807,8,6,7.224591599,5.644359625,4.379548806,7.670196007,6.666666667,8.333333333,5.545583995,7.886393379,7.425474326,7.44508544,1,6.77740462,9.49079931,9.107891105,9.94,10,9.634672604,7.437408625,7.104040301,10,5.535241963,7.519172722,9.085666667,5.911924229,7.989091298,7.662227398
2015,TJK,Tajikistan,6.65,93,3,7.232352941,9.063487738,0,8.5,6.19896017,5.740432139,5.425497358,5.756878805,4,,5.674560361,8.413207872,6.370370388,6.462453713,0.717948718,5.137031799,9.710741699,7.805832792,8.857088101,10,9.093415648,8.502755556,4.329736688,10,2.609283255,6.360443874,7.823666667,5.475993874,6.104035721,6.467898754
2015,TZA,Tanzania,6.92,77,2,6.332352941,9.982403261,7,6,7.328689051,4.820207663,4.746475915,4.897309573,6.666666667,8.333333333,5.71449012,7.287421644,5.448029041,5.347774063,0.918918919,5.678049954,9.385306507,8.968022326,8.882432528,5,8.05894034,7.026,2.979684181,10,5.124021145,6.282426331,9.455333333,6.627549748,5.73817261,7.27368523
2015,THA,Thailand,6.8,87,3,4.394117647,9.223523916,6,7,6.654410391,5.038190512,4.625848953,5.008113964,3.333333333,4.166666667,5.963763608,7.454141419,6.013513406,4.949201062,0.846153846,4.774643377,9.603731799,9.392108123,9.820995711,5,8.454208908,6.952444444,6.69404523,10,4.634994588,7.070371065,9.333333333,4.700706402,7.178443389,7.070827708
2015,TLS,Timor-Leste,6.6,100,3,0,7.477157104,7,10,6.119289276,3.850188266,3.216529876,2.997392829,5.7,,0,,4.292972477,4.733810622,1,3.541556296,8.253625996,7.272890838,9.873143316,10,8.849915038,9.622222222,4.667024356,,6.901727163,7.063657914,9.5,6.690521099,6.018857205,7.403126101
2015,TGO,Togo,5.69,144,4,6.923529412,8.447262339,2,7,6.092697938,,4.1,,4.166666667,5,3.900700062,1.975856617,,,0.926829268,3.688572303,9.470967875,8.924391646,9.6420271,0,7.009346655,7.278844444,3.292319818,10,1.214307694,5.446367989,7.63015091,4.168392051,6.857091312,6.218544758
2015,TTO,Trinidad & Tob.,6.48,110,3,5.876470588,8.418998307,0,7,5.323867224,5.32537146,3.343023503,5.122270337,8.333333333,3.333333333,2.964498047,6.243780052,2.92753617,2.420945591,0.974358974,4.389010072,8.093869531,5.857648364,9.068365765,10,8.254970915,7.550755556,6.306462855,10,7.405043105,7.815565379,6,7.621641652,6.187667511,6.603103055
2015,TUN,Tunisia,6.33,117,3,5.411764706,6.411152109,7,5.5,6.080729204,4.713658464,4.334959168,5.868897437,6.666666667,8.333333333,4.881959393,7.25779119,5.494505564,5.10486594,0.804878049,5.279933807,9.538561695,9.666121005,9.028563544,0,7.058311561,6.965777778,5.862618877,9.243353783,5.172074995,6.810956358,7.209666667,5.376736418,6.653778816,6.413393967
2015,TUR,Turkey,6.84,82,3,6.267647059,6.385131632,7,7,6.663194673,3.437319568,3.177842367,5.590815636,3.333333333,5,4.580553111,8.552860388,5.576922894,5.755081301,0.897435897,4.7440882,8.286272189,9.558567062,8.46582927,10,9.07766713,6.022933333,7.400738015,10,5.519882147,7.235888374,8.118666667,4.50502936,6.840021011,6.487905679
2015,UGA,Uganda,7.3,56,2,8.591176471,10,8,4,7.647794118,4.257376747,4.373647675,5.394652449,3.333333333,5.833333333,4.869959497,8.351582808,4.982455969,4.390947487,0.923076923,4.891804412,9.052663719,6.389185467,8.954914552,10,8.599190934,6.948355556,4.340207025,10,8.489827828,7.444597602,9.111,8.582217484,6.094104659,7.929107381
2015,UKR,Ukraine,5.4,149,4,5.229411765,4.869888838,10,6.5,6.649825151,2.103663069,2.737059329,3.375205092,8.333333333,6.666666667,4.8026205,8.940766187,4.21383659,4.138819676,0.717948718,4.324646752,8.06388382,4.693604099,0.255144033,0,3.253157988,8.595333333,4.249618208,10,3.192050018,6.50925039,7.074666667,5.381367401,6.378131979,6.278055349
2015,ARE,Unit. Arab Em.,7.45,42,2,6.102941176,8.816880935,2,10,6.729955528,7.855984582,6.870227284,7.902159344,8.333333333,6.666666667,5.51280339,9.905908896,9.036668749,9.057614072,0.512195122,5.976645951,8.395136763,6.087340309,9.1864,10,8.417219268,8.738177778,7.873362305,10,6.269037363,8.220144361,7.747666667,6.967151514,9.039692793,7.918170325
2015,GBR,United Kingdom,8.01,7,1,5.111764706,5.445781185,8,4,5.639386473,8.835478814,7.514916358,8.800588471,10,8.333333333,4.503798331,8.015852455,8.428571224,6.86100485,1,7.921504871,9.696575001,9.681135398,9.989995832,10,9.841926558,8.3604,7.929843812,10,7.384613909,8.41871443,8.182666667,8.396084947,8.162909798,8.247220471
2015,USA,United States,7.93,10,1,6.617647059,5.990628844,8,5,6.402068976,7.114924825,6.563272869,7.687730094,6.666666667,8.333333333,5.446118366,8.923824621,8.290322622,6.010562939,1,7.22630626,9.201298775,9.866631821,9.976274573,10,9.761051292,8.377333333,8.0656666,10,3.700796164,7.535949024,9.338333333,9.136189419,7.665443124,8.713321959
2015,URY,Uruguay,7.15,67,2,6.694117647,5.899395252,7,8,6.898378225,7.699694972,4.862176958,6.950943249,5.833333333,4.166666667,3.591065372,6.451671664,5.397727489,4.560828594,1,5.501567589,8.377445295,9.671337094,8.266746026,10,9.078882104,7.720444444,5.800536524,10,7.830199084,7.837795013,7.22,5.631288897,6.440236833,6.430508577
2015,VEN,Venezuela,2.96,159,4,6.985294118,5.773841962,0,7,4.93978402,0.188571065,0.72931244,1.080327626,0.833333333,1.666666667,3.212148767,8.12971931,1.542288462,1.038382446,1,2.046750013,2.76840426,0,0,5,1.942101065,7.573022222,1.999863828,0,3.722060945,3.323736749,3.333333333,2.099009336,2.26086067,2.564401113
2015,VNM,Vietnam,6.3,120,4,9.258823529,,,6,7.629411765,4.186773719,4.155994516,4.959259481,5,6.666666667,5.687988778,8.716067102,5.266666412,6.124109745,0.780487805,5.021324429,8.124387858,6.711464262,9.873877579,0,6.177432425,6.525866667,5.241947893,10,2.306590146,6.018601176,8.8725,5.307752141,5.736610305,6.638954149
2015,YEM,"Yemen, Rep.",6.07,125,4,8.264705882,9.02039596,2,9,7.071275461,2.142577963,2.705432392,3.35226355,4.166666667,3.333333333,3.78080299,9.049234261,2.030167504,2.746946105,0.634146341,3.023844796,9.906749916,7.144045216,5.218,10,8.067198783,8.43,5.100042347,10,3.601606159,6.782912126,5,6.581544826,4.701190295,5.427578374
2015,ZMB,Zambia,6.74,90,3,5.123529412,10,4,5.5,6.155882353,4.958075755,4.774845615,5.798246014,8.333333333,6.666666667,3.508418602,5.895293064,4.004629453,6.163927122,1,5.567048403,8.085987046,8.797893332,7.979861029,10,8.715935352,5.394933333,3.232574412,10,8.831994119,6.864875466,7.468666667,5.653156317,6.12245169,6.414758225
2015,ZWE,Zimbabwe,6.01,128,4,5.6,10,8,4,6.9,3.192210178,3.414215555,2.636666536,3.333333333,5,2.374700829,6.821422047,4.166666667,6.309295177,0.846153846,3.820360033,9.369522372,8.830929798,9.520258008,5,8.180177544,4.945511111,3.659045384,10,4.11431804,5.679718634,6,6.04838601,4.299266672,5.449217561
